"RespondentId"	"living_situation"	"rent_mo"	"util_mo"	"food_mo"	"transp_mo"	"healthCare_mo"	"household_items_mo"	"take_loans"	"recieve_fin_support"	"provide_fin_support"	"expenditures_exceed_income"	"mental_health_stipend_impact"	"food_insecurity"	"residency_status"	"is_otherRace"	"is_other"	"parental_education"	"Race"	"Sex_Gen"
"695"	96346289	"I live with roommates."	"$900-$1100"	"$50-$100"	"$500-$600"	"$100-$200"	"$200-$300"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"696"	96346300	"I live with my spouse/partner."	"I don't spend any money on rent."	"More than $150"	"$600-$700"	"$100-$200"	"Less than $100"	"$100-$150"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"A few times a week"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"697"	96346304	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$500-$600"	"$200-$300"	"$100-$200"	"$100-$150"	"Yes"	"No"	"Yes"	"Sometimes"	"Daily"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"698"	96346311	"I live with my parents/guardians."	"I don't spend any money on rent."	"Less than $50"	"$200-$300"	"$200-$300"	"Less than $100"	"$100-$150"	"No"	"Yes"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"699"	96346322	"I live with roommates."	"$500-$700"	"$100-$150"	"$500-$600"	"$100-$200"	"$200-$300"	""	"No"	"Yes"	"No"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Some secondary school education"	"Hispanic or Latino"	"Cisgender woman"
"700"	96346328	"Other"	"$500-$700"	"$50-$100"	"$200-$300"	"$200-$300"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"Daily"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"701"	96346342	"I live with roommates."	"$500-$700"	"I don't spend any money on utilities."	"$400-$500"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"Never"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"702"	96346358	"I live with roommates."	"$500-$700"	"$50-$100"	"$300-$400"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"No"	"Once in a while"	"Never"	"International"	"Other"	""	"Doctorate degree"	"Asian"	"Cisgender man"
"703"	96346390	"I live with my spouse/partner."	"$900-$1100"	"$50-$100"	"$500-$600"	"$100-$200"	"I don't spend any money on health-related fees."	"Less than $50"	"No"	"No"	"No"	"Yes"	"Daily"	"Daily"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"704"	96346407	"I live with my spouse/partner."	"$1100-$1300"	"I don't spend any money on utilities."	"$400-$500"	"$200-$300"	"Less than $100"	"$150-$200"	"Yes"	"No"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"Black"	"Cisgender woman"
"705"	96346417	"I live alone."	"$700-$900"	"More than $150"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"706"	96346427	"I live with roommates."	"$700-$900"	"More than $150"	"$300-$400"	"$300-$400"	"$100-$200"	"$150-$200"	"Yes"	"No"	"No"	"Sometimes"	"Daily"	"Once in a while"	"Domestic"	""	"Other"	"Secondary school education (high school degree)"	"Black"	NA
"707"	96346432	"I live alone."	"More than $1300"	"$50-$100"	"$200-$300"	"$100-$200"	"Less than $100"	"Less than $50"	"Yes"	"No"	"No"	"Yes"	"Daily"	"A few times a week"	"Domestic"	""	""	"Master's degree"	"Black"	"Cisgender woman"
"708"	96346437	"I live with my spouse/partner."	"$1100-$1300"	"Less than $50"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"709"	96346454	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$300-$400"	"$200-$300"	"Less than $100"	"Less than $50"	"Yes"	"No"	"No"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"710"	96346470	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"$100-$200"	"I don't spend any money on health-related fees."	"Less than $50"	"Yes"	"Yes"	"No"	"Yes"	"A few times a month"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"711"	96346499	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$400-$500"	"$200-$300"	"$100-$200"	"$150-$200"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Associate's degree"	"White"	NA
"712"	96346524	"I live alone."	"More than $1300"	"$50-$100"	"$300-$400"	"$200-$300"	"Less than $100"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"713"	96346556	"I live with my spouse/partner."	"$1100-$1300"	"$100-$150"	"$900-$1000"	"$200-$300"	"$300-$400"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"714"	96346563	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"$100-$200"	"Less than $100"	"Less than $50"	"Yes"	"No"	""	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"715"	96346568	"I live alone."	"$700-$900"	"$100-$150"	"$400-$500"	"$100-$200"	"Less than $100"	"Less than $50"	"Yes"	"Yes"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"716"	96346595	"I live alone."	"$700-$900"	"$100-$150"	"$400-$500"	"I don't spend any money on transportation."	"$100-$200"	"$50-$100"	"No"	"No"	"Yes"	"Sometimes"	"Daily"	"A few times a month"	"International"	""	"Other"	"Primary school education"	"Black"	NA
"717"	96346613	"I live alone."	"$700-$900"	"$100-$150"	"$300-$400"	"$100-$200"	"I don't spend any money on health-related fees."	"Less than $50"	"Yes"	"No"	"No"	"Sometimes"	"Once in a while"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"718"	96346635	"I live alone."	"More than $1300"	"$100-$150"	"$200-$300"	"$200-$300"	"I don't spend any money on health-related fees."	"Less than $50"	"Yes"	"Yes"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"Black"	"Cisgender woman"
"719"	96346655	"I live alone."	"More than $1300"	"More than $150"	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	"Cisgender woman"
"720"	96346660	"I live with my spouse/partner."	"$500-$700"	"More than $150"	"$300-$400"	"$100-$200"	"$100-$200"	"$100-$150"	"No"	"Yes"	"Yes"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender man"
"721"	96346669	"I live alone."	"More than $1300"	"More than $150"	"$400-$500"	"I don't spend any money on transportation."	"Less than $100"	"$100-$150"	"Yes"	"Yes"	"No"	"Yes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"722"	96346702	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$700-$800"	"More than $400"	"$100-$200"	"$100-$150"	"Yes"	"No"	"Yes"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"723"	96346726	"Other"	"I don't spend any money on rent."	"I don't spend any money on utilities."	"$200-$300"	"$200-$300"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"724"	96346739	"I live with my spouse/partner."	"I don't spend any money on rent."	"More than $150"	"I don't spend any money on food."	"More than $400"	"$200-$300"	"$100-$150"	"Yes"	"No"	"Yes"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"725"	96346755	"I live with roommates."	"$500-$700"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Yes"	"Daily"	"Never"	"International"	"Other"	""	"Secondary school education (high school degree)"	"Middle Eastern"	"Cisgender woman"
"726"	96346759	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$400-$500"	"$200-$300"	"$100-$200"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	"Other"	"Associate's degree"	"White"	"Cisgender woman"
"727"	96346761	"Other"	"More than $1300"	"More than $150"	"$800-$900"	"$200-$300"	"More than $500"	"Less than $50"	"No"	"No"	"No"	"Yes"	"Never"	"Never"	"Domestic"	"Other"	"Other"	"Associate's degree"	NA	NA
"728"	96346765	"I live with roommates."	"$500-$700"	"$50-$100"	"$700-$800"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"Once in a while"	"International"	""	""	"Doctorate degree"	"Asian"	"Cisgender man"
"729"	96346807	"I live with roommates."	"$700-$900"	"$100-$150"	"$200-$300"	"$200-$300"	"$200-$300"	"$100-$150"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"Never"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"730"	96346815	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$300-$400"	"$100-$200"	"More than $500"	"$50-$100"	"No"	"Yes"	"Yes"	"Yes"	"Daily"	"A few times a week"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"731"	96346893	"I live with my spouse/partner."	"Less than $500"	"$100-$150"	"$200-$300"	"Less than $100"	"Less than $100"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"732"	96346999	"I live alone."	"$700-$900"	"$50-$100"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"733"	96347016	"Other"	"More than $1300"	"More than $150"	"$400-$500"	"$300-$400"	"$200-$300"	"$100-$150"	"Yes"	"No"	"Yes"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"734"	96347022	"I live alone."	"$1100-$1300"	"$50-$100"	"$300-$400"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender man"
"735"	96347045	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$600-$700"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"Yes"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"736"	96347105	"Other"	"$1100-$1300"	"More than $150"	"$200-$300"	"Less than $100"	"$100-$200"	"$150-$200"	"No"	"Yes"	"Yes"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Doctorate degree"	"White"	NA
"737"	96347179	"I live alone."	"$700-$900"	"$50-$100"	"$200-$300"	"$100-$200"	"Less than $100"	"$150-$200"	"No"	"No"	"Yes"	"Sometimes"	"Once in a while"	"Once in a while"	"International"	""	""	"Master's degree"	"Black"	"Cisgender woman"
"738"	96347242	"I live alone."	"$700-$900"	"$50-$100"	"$200-$300"	"$100-$200"	"I don't spend any money on health-related fees."	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender man"
"739"	96347331	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"Less than $100"	"Less than $100"	"$50-$100"	"Yes"	"Yes"	"No"	"Sometimes"	"Daily"	"A few times a week"	"International"	""	"Other"	"Master's degree"	"Hispanic or Latino"	NA
"740"	96347383	"I live with my spouse/partner."	"$1100-$1300"	"$100-$150"	"$300-$400"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender man"
"741"	96347387	"Other"	"More than $1300"	"More than $150"	"$400-$500"	"$300-$400"	"$200-$300"	"$150-$200"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"742"	96347464	"I live with my spouse/partner."	"More than $1300"	"$50-$100"	"$200-$300"	"$100-$200"	"Less than $100"	"Less than $50"	"Yes"	"No"	"No"	"Yes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"743"	96347503	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Sometimes"	"Once in a while"	"Never"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"744"	96348840	"I live with my spouse/partner."	"$500-$700"	"$100-$150"	"$200-$300"	"$100-$200"	"I don't spend any money on health-related fees."	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"745"	96349129	"I live alone."	"$700-$900"	"More than $150"	"$200-$300"	"$100-$200"	"$100-$200"	"$100-$150"	"Yes"	"No"	"No"	"Yes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"746"	96349608	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$700-$800"	"$200-$300"	"Less than $100"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"747"	96350690	"I live with my spouse/partner."	"I don't spend any money on rent."	"$100-$150"	"$400-$500"	"$200-$300"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"748"	96350738	"I live alone."	"$500-$700"	"$100-$150"	"Less than $200"	"$100-$200"	"I don't spend any money on health-related fees."	"Less than $50"	"No"	"Yes"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	"Other"	"Bachelor's degree"	"White"	NA
"749"	96351428	"I live with my spouse/partner."	"$500-$700"	"$100-$150"	"$200-$300"	"$200-$300"	"$200-$300"	"$50-$100"	"Yes"	"No"	"No"	"No"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Associate's degree"	"Black"	NA
"750"	96351479	"I live with roommates."	"$500-$700"	"I don't spend any money on utilities."	"$400-$500"	"$200-$300"	"I don't spend any money on health-related fees."	"$100-$150"	"Yes"	"No"	"No"	"Sometimes"	"Daily"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"751"	96351537	"I live with roommates."	"$700-$900"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"Less than $50"	"Yes"	"Yes"	"Yes"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"752"	96351894	"I live with my spouse/partner."	"Less than $500"	"$100-$150"	"$300-$400"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"753"	96351987	"Other"	"I don't spend any money on rent."	"More than $150"	"$300-$400"	"$200-$300"	"Less than $100"	"$50-$100"	"Yes"	"No"	"Yes"	"Yes"	"Daily"	"A few times a week"	"Domestic"	""	""	"Primary school education"	"Asian"	"Cisgender woman"
"754"	96354201	"I live with roommates."	"$500-$700"	"$50-$100"	"$300-$400"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"No"	"Yes"	"Yes"	"Daily"	"Never"	"International"	""	""	"Bachelor's degree"	"Black"	"Cisgender man"
"755"	96354256	"Other"	"$700-$900"	"$50-$100"	"$200-$300"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	""	"Yes"	"Sometimes"	"Once in a while"	"Never"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"756"	96354588	"I live with my spouse/partner."	"$900-$1100"	"$50-$100"	"$600-$700"	"$200-$300"	"$200-$300"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"Daily"	"A few times a week"	"International"	""	""	"Bachelor's degree"	"Asian"	NA
"757"	96354650	"I live with my spouse/partner."	"$500-$700"	"$50-$100"	"$500-$600"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"Yes"	"Yes"	"Daily"	"A few times a week"	"International"	""	"Other"	"Doctorate degree"	"Asian"	NA
"758"	96355060	"I live alone."	"$1100-$1300"	"More than $150"	"$200-$300"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"No"	"Sometimes"	"Once in a while"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	"Cisgender woman"
"759"	96356327	"I live with roommates."	"$500-$700"	"$100-$150"	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Once in a while"	"International"	""	""	"Master's degree"	"Black"	"Cisgender man"
"760"	96356941	"I live with roommates."	"$500-$700"	"$100-$150"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a week"	"A few times a week"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"761"	96356947	"I live alone."	"$700-$900"	"$100-$150"	"Less than $200"	"I don't spend any money on transportation."	"$200-$300"	"$50-$100"	"No"	"No"	"Yes"	"Yes"	"Daily"	"A few times a month"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender woman"
"762"	96356949	"I live with roommates."	"$700-$900"	"$100-$150"	"$500-$600"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"No"	"A few times a week"	"Once in a while"	"International"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"763"	96356965	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"Less than $100"	"$300-$400"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"A few times a month"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"764"	96356990	"I live with roommates."	"$900-$1100"	"$100-$150"	"$300-$400"	"Less than $100"	"$100-$200"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"A few times a week"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"765"	96356999	"I live with roommates."	"$500-$700"	"Less than $50"	"$400-$500"	"$100-$200"	"$100-$200"	"$50-$100"	"No"	"No"	"Yes"	"Sometimes"	"A few times a week"	"Once in a while"	"International"	"Other"	""	"Primary school education"	"Middle Eastern"	"Cisgender man"
"766"	96357017	"I live with roommates."	"$700-$900"	"$50-$100"	"$300-$400"	"$100-$200"	"$100-$200"	"$100-$150"	"No"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Never"	"International"	""	""	"Secondary school education (high school degree)"	"Asian"	"Cisgender man"
"767"	96357018	"I live with roommates."	"$500-$700"	"$100-$150"	"$300-$400"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"No"	"Yes"	"No"	"A few times a month"	"A few times a week"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender man"
"768"	96357035	"I live with roommates."	"$500-$700"	"$50-$100"	"$400-$500"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Yes"	"Daily"	"A few times a week"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"769"	96357049	"I live with roommates."	"$700-$900"	"$50-$100"	"$200-$300"	"Less than $100"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"A few times a month"	"Never"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"770"	96357059	"I live with roommates."	"More than $1300"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"$100-$150"	"Yes"	"Yes"	"No"	"Sometimes"	"Daily"	"Once in a while"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"771"	96357090	"I live alone."	"$900-$1100"	"$100-$150"	"$500-$600"	"$100-$200"	"I don't spend any money on health-related fees."	"$100-$150"	"No"	"No"	"No"	"Sometimes"	"Daily"	"A few times a week"	"International"	""	""	"Master's degree"	"Asian"	NA
"772"	96357118	"I live alone."	"$700-$900"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Yes"	"Once in a while"	"Never"	"International"	"Other"	""	"Doctorate degree"	"Asian"	"Cisgender man"
