"Program"	"College"	"uni"	"program"	"stipend"	"value"	"year"	"year_in"	"comment"	"mo_12"	"mo_9"	"mo_3"	"fees"	"Uni"	"City"	"metro_area"	"rank"	"living"	"poverty"	"dist"	"dist2"
"Psychology"	"Arts and Sciences"	"University of Georgia"	"Psychology"	"18649"	"0.88"	"2021-2022"	"1st"	NA	NA	"$19,794"	NA	"$1,145"	"University of Georgia"	"Athens, GA"	"Athens-Clarke County, GA"	50	33051.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Hawaii - Manoa"	"Psychology"	"17500"	"0.57"	"2016-2017"	"1st"	NA	NA	"$17,500"	NA	NA	"University of Hawaii--Manoa"	"Honolulu, HI"	"Urban Honolulu, HI"	166	45385.6	14830.4	0.0361552028218695	0
"Psychology"	"Arts and Sciences"	"University of Hawaii - Manoa"	"Psychology"	"21278"	"0.70"	"2016-2017"	"4th"	"18226 after taxes"	"$22,178"	NA	NA	"$900"	"University of Hawaii--Manoa"	"Honolulu, HI"	"Urban Honolulu, HI"	166	45385.6	14830.4	0.0361552028218695	0
"Psychology"	"Arts and Sciences"	"University of Hawaii - Manoa"	"Psychology"	"19000"	"0.62"	"2020-2021"	"4th"	NA	NA	"$20,000"	NA	"$1,000"	"University of Hawaii--Manoa"	"Honolulu, HI"	"Urban Honolulu, HI"	166	45385.6	14830.4	0.0361552028218695	0
"Psychology"	"Arts and Sciences"	"University of Houston"	"Psychology"	"32113"	"1.47"	"2018-2019"	"2nd"	NA	NA	"$32,113"	NA	NA	"University of Houston"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	185	34091.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Houston"	"Psychology"	"21000"	"0.96"	"2018-2019"	"5th"	NA	"$21,000"	NA	NA	NA	"University of Houston"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	185	34091.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Houston"	"Psychology"	"17880"	"0.82"	"2018-2019"	"4th"	NA	"$17,880"	NA	NA	NA	"University of Houston"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	185	34091.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Houston"	"Psychology"	"33999"	"1.56"	"2020-2021"	"4th"	NA	"$33,999"	NA	NA	NA	"University of Houston"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	185	34091.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Houston"	"Psychology"	"19000"	"0.87"	"2020-2021"	"3rd"	NA	"$19,000"	NA	NA	NA	"University of Houston"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	185	34091.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Houston"	"Psychology"	"20672"	"0.95"	"2020-2021"	"5th"	NA	NA	"$15,504"	"$5,168"	NA	"University of Houston"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	185	34091.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Houston"	"Psychology"	"22472"	"1.03"	"2019-2020"	"3rd"	NA	"$22,472"	NA	NA	NA	"University of Houston"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	185	34091.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Illinois - Chicago"	"Psychology"	"18315"	"0.75"	"2021-2022"	"1st"	"International Student!"	NA	"$20,615"	NA	"$2,300"	"University of Illinois--Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	132	38313.6	12875.2	0.0315860215053764	0
"Psychology"	"Arts and Sciences"	"University of Illinois - Chicago"	"Psychology"	"22615"	"0.93"	"2020-2021"	"1st"	NA	NA	"$20,615"	"$4,000"	"$2,000"	"University of Illinois--Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	132	38313.6	12875.2	0.0315860215053764	0
"Psychology"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Psychology"	"28000"	"1.27"	"2018-2019"	"5th"	NA	"$52,000"	NA	NA	"$24,000"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	48	35422.4	12875.2	0.0620573870573872	0
"Psychology"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Psychology"	"18963"	"0.86"	"2020-2021"	NA	NA	NA	"$19,963"	NA	"$1,000"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	48	35422.4	12875.2	0.0620573870573872	0
"Psychology"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Psychology"	"19963"	"0.91"	"2022-2023"	"1st"	NA	NA	"$19,963"	NA	NA	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	48	35422.4	12875.2	0.0620573870573872	0
"Psychology"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Psychology"	"18350"	"0.83"	"2022-2023"	"5th"	NA	NA	"$19,000"	NA	"$650"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	48	35422.4	12875.2	0.0620573870573872	0
"Psychology"	"Arts and Sciences"	"University of Iowa"	"Psychology"	"23000"	"1.29"	"2014-2015"	"1st"	"Presidential Fellowship (now discontinued)"	"$24,000"	NA	NA	"$1,000"	"University of Iowa"	"Iowa City, IA"	"Iowa City, IA"	84	35131.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Iowa"	"Psychology"	"26400"	"1.19"	"2022-2023"	NA	NA	"$27,000"	NA	NA	"$600"	"University of Iowa"	"Iowa City, IA"	"Iowa City, IA"	84	35131.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Kansas"	"Psychology"	"16775"	"0.82"	"2020-2021"	"2nd"	NA	NA	"$17,775"	NA	"$1,000"	"University of Kansas"	"Lawrence, KS"	"Lawrence, KS"	130	34632	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Kentucky"	"Psychology"	"10543"	"0.52"	"2016-2017"	"3rd"	NA	"$11,198"	NA	NA	"$655"	"University of Kentucky"	"Lexington, KY"	"Lexington-Fayette, KY"	132	32260.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Kentucky"	"Psychology"	"19750"	"0.97"	"2018-2019"	"4th"	NA	NA	"$17,000"	"$3,000"	"$250"	"University of Kentucky"	"Lexington, KY"	"Lexington-Fayette, KY"	132	32260.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Kentucky"	"Psychology"	"19800"	"0.97"	"2021-2022"	"1st"	NA	NA	"$17,000"	"$3,000"	"$200"	"University of Kentucky"	"Lexington, KY"	"Lexington-Fayette, KY"	132	32260.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Kentucky"	"Psychology"	"13200"	"0.65"	"2022-2023"	"2nd"	"Required fees are covered in tuition"	NA	"$13,200"	NA	NA	"University of Kentucky"	"Lexington, KY"	"Lexington-Fayette, KY"	132	32260.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Louisville"	"Psychology"	"22000"	"1.07"	"2015-2016"	"1st"	NA	"$22,000"	NA	NA	NA	"University of Louisville"	"Louisville, KY"	"Louisville/Jefferson County, KY"	192	32697.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Louisville"	"Psychology"	"20500"	"0.99"	"2016-2017"	"1st"	"Also given non-resident tuition waiver and health insurance"	"$22,000"	NA	NA	"$1,500"	"University of Louisville"	"Louisville, KY"	"Louisville/Jefferson County, KY"	192	32697.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Louisville"	"Psychology"	"22000"	"1.07"	"2017-2018"	"1st"	NA	"$22,000"	NA	NA	NA	"University of Louisville"	"Louisville, KY"	"Louisville/Jefferson County, KY"	192	32697.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Louisville"	"Psychology"	"21804"	"1.06"	"2020-2021"	NA	NA	"$22,000"	NA	NA	"$196"	"University of Louisville"	"Louisville, KY"	"Louisville/Jefferson County, KY"	192	32697.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Louisville"	"Psychology"	"21000"	"1.02"	"2021-2022"	"4th"	NA	"$22,000"	NA	NA	"$1,000"	"University of Louisville"	"Louisville, KY"	"Louisville/Jefferson County, KY"	192	32697.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Louisville"	"Psychology"	"21000"	"1.02"	"2021-2022"	"4th"	NA	"$22,000"	NA	NA	"$1,000"	"University of Louisville"	"Louisville, KY"	"Louisville/Jefferson County, KY"	192	32697.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Maryland - Baltimore County"	"Psychology"	"23000"	"0.89"	"2016-2017"	NA	NA	"$23,000"	NA	NA	NA	"University of Maryland--Baltimore County"	"Baltimore, MD"	"Baltimore-Columbia-Towson, MD"	166	36483.2	12875.2	0.0716020429435064	0
"Psychology"	"Arts and Sciences"	"University of Maryland - Baltimore County"	"Psychology"	"20000"	"0.78"	"2021-2022"	"2nd"	NA	NA	"$20,000"	NA	NA	"University of Maryland--Baltimore County"	"Baltimore, MD"	"Baltimore-Columbia-Towson, MD"	166	36483.2	12875.2	0.0716020429435064	0
"Psychology"	"Arts and Sciences"	"University of Massachusetts - Boston"	"Psychology"	"22092"	"0.77"	"2020-2021"	"4th"	"^ rough estimate of fees, including health insurance"	NA	"$18,092"	"$6,000"	"$2,000"	"University of Massachusetts--Boston"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	228	46924.8	12875.2	0.0280423280423281	0
"Psychology"	"Arts and Sciences"	"University of Massachusetts - Boston"	"Psychology"	"23000"	"0.80"	"2022-2023"	NA	NA	"$24,000"	NA	NA	"$1,000"	"University of Massachusetts--Boston"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	228	46924.8	12875.2	0.0280423280423281	0
"Psychology"	"Arts and Sciences"	"University of Memphis"	"Psychology"	"17000"	"0.76"	"2020-2021"	"3rd"	"stipend is 17k a year."	"$17,000"	NA	NA	NA	"University of Memphis"	"Memphis, TN"	"Memphis, TN"	272	31116.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Memphis"	"Psychology"	"17000"	"0.76"	"2022-2023"	NA	NA	NA	"$17,000"	NA	NA	"University of Memphis"	"Memphis, TN"	"Memphis, TN"	272	31116.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Michigan - Ann Arbor"	"Psychology"	"28000"	"1.21"	"2018-2019"	"1st"	NA	"$28,000"	NA	NA	NA	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	25	38542.4	12875.2	0.0505421865715983	0
"Psychology"	"Arts and Sciences"	"University of Michigan - Ann Arbor"	"Psychology"	"28530"	"1.24"	"2020-2021"	NA	NA	"$28,530"	NA	NA	NA	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	25	38542.4	12875.2	0.0505421865715983	0
"Psychology"	"Arts and Sciences"	"University of Michigan - Ann Arbor"	"Psychology"	"29000"	"1.26"	"2021-2022"	"6th and up"	NA	"$29,000"	NA	NA	NA	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	25	38542.4	12875.2	0.0505421865715983	0
"Psychology"	"Arts and Sciences"	"University of Michigan - Ann Arbor"	"Psychology"	"29500"	"1.28"	"2021-2022"	NA	NA	"$29,500"	NA	NA	NA	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	25	38542.4	12875.2	0.0505421865715983	0
"Psychology"	"Arts and Sciences"	"University of Michigan - Ann Arbor"	"Psychology"	"28000"	"1.21"	"2022-2023"	"2nd"	NA	"$28,000"	NA	NA	NA	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	25	38542.4	12875.2	0.0505421865715983	0
"Psychology"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Psychology"	"24000"	"1.05"	"2017-2018"	"1st"	NA	NA	"$20,000"	"$4,000"	NA	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	70	37856	12875.2	0.0558487058487058	0
"Psychology"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Psychology"	"19150"	"0.84"	"2017-2018"	"5th"	NA	NA	"$16,750"	"$4,000"	"$1,600"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	70	37856	12875.2	0.0558487058487058	0
"Psychology"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Psychology"	"19000"	"0.83"	"2018-2019"	"1st"	NA	NA	"$19,000"	NA	NA	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	70	37856	12875.2	0.0558487058487058	0
"Psychology"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Psychology"	"18200"	"0.79"	"2019-2020"	"1st"	NA	NA	"$20,000"	NA	"$1,800"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	70	37856	12875.2	0.0558487058487058	0
"Psychology"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Psychology"	"24000"	"1.05"	"2019-2020"	"1st"	NA	NA	"$20,000"	"$4,000"	NA	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	70	37856	12875.2	0.0558487058487058	0
"Psychology"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Psychology"	"23870"	"1.04"	"2019-2020"	"5th"	"I&#39;m on an NIH T32 fellowship. If I were not, I would be paid less, would not have guaranteed summer <span class=\"\"truncated\"\"> funding, and have more fees. </span>"	"$24,000"	NA	NA	"$130"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	70	37856	12875.2	0.0558487058487058	0
"Psychology"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Psychology"	"22000"	"0.96"	"2020-2021"	"1st"	NA	"$22,000"	NA	NA	NA	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	70	37856	12875.2	0.0558487058487058	0
"Psychology"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Psychology"	"23000"	"1.00"	"2020-2021"	"2nd"	NA	"$25,000"	NA	NA	"$2,000"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	70	37856	12875.2	0.0558487058487058	0
"Psychology"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Psychology"	"18000"	"0.79"	"2021-2022"	NA	"Summer funding not guaranteed -- but most students get around $5000"	NA	"$20,000"	NA	"$2,000"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	70	37856	12875.2	0.0558487058487058	0
"Psychology"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Psychology"	"23500"	"1.03"	"2020-2021"	"6th and up"	"For newer cohorts, summer funding is now guaranteed. For existing cohorts, summer funding is still <span class=\"\"truncated\"\"> competitive. However, if you work with a faculty member who gets grants a lot, they cover your summer funding so you don&#39;t need to worry about applying for competitive funding. </span>"	NA	"$19,500"	"$5,000"	"$1,000"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	70	37856	12875.2	0.0558487058487058	0
"Psychology"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Psychology"	"23000"	"1.00"	"2022-2023"	"1st"	"department provides you with a new lap top, potential advisor also offered help with relocation <span class=\"\"truncated\"\"> expenses</span>"	"$25,000"	NA	NA	"$2,000"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	70	37856	12875.2	0.0558487058487058	0
"Psychology"	"Arts and Sciences"	"University of Missouri"	"Psychology"	"18000"	"0.88"	"2018-2019"	"4th"	"Many students who are on TAships elect to teach during the summer, which is ~$3200 for two months <span class=\"\"truncated\"\"> (June &amp; July). There are also required fees, which can range anywhere from  $200-400/semester depending on whether a student is part-time or full-time. </span>"	NA	"$18,000"	NA	NA	"University of Missouri"	"Columbia, MO"	"Columbia, MO"	139	32635.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Missouri"	"Psychology"	"18825"	"0.92"	"2021-2022"	"1st"	NA	NA	"$18,025"	"$2,000"	"$1,200"	"University of Missouri"	"Columbia, MO"	"Columbia, MO"	139	32635.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Missouri"	"Psychology"	"23848"	"1.16"	"2022-2023"	"1st"	NA	NA	"$25,148"	NA	"$1,300"	"University of Missouri"	"Columbia, MO"	"Columbia, MO"	139	32635.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Missouri - Kansas City"	"Psychology"	"12000"	"0.58"	"2017-2018"	"1st"	"Tuition remission for 3 credit hours a semester."	"$12,000"	NA	NA	NA	"University of Missouri--Kansas City"	"Kansas City, MO"	"Kansas City, MO"	263	34840	12875.2	0.067258014316838	0
"Psychology"	"Arts and Sciences"	"University of Missouri - Kansas City"	"Psychology"	"9000"	"0.43"	"2019-2020"	"2nd"	NA	NA	"$9,000"	NA	NA	"University of Missouri--Kansas City"	"Kansas City, MO"	"Kansas City, MO"	263	34840	12875.2	0.067258014316838	0
"Psychology"	"Arts and Sciences"	"University of Missouri - St. Louis"	"Psychology"	"14000"	"0.68"	"2017-2018"	"1st"	NA	"$14,000"	NA	NA	NA	"University of Missouri--St. Louis"	"St. Louis, MO"	"St. Louis, MO"	281	33945.6	12875.2	0.0557505199049316	0
"Psychology"	"Arts and Sciences"	"University of Missouri - St. Louis"	"Psychology"	"16000"	"0.77"	"2020-2021"	NA	NA	"$16,000"	NA	NA	NA	"University of Missouri--St. Louis"	"St. Louis, MO"	"St. Louis, MO"	281	33945.6	12875.2	0.0557505199049316	0
"Psychology"	"Arts and Sciences"	"University of Missouri - St. Louis"	"Psychology"	"16000"	"0.77"	"2020-2021"	"1st"	NA	"$16,000"	NA	NA	NA	"University of Missouri--St. Louis"	"St. Louis, MO"	"St. Louis, MO"	281	33945.6	12875.2	0.0557505199049316	0
"Psychology"	"Arts and Sciences"	"University of Nebraska - Lincoln"	"Psychology"	"12000"	"0.62"	"2019-2020"	NA	NA	NA	"$14,000"	NA	"$2,000"	"University of Nebraska--Lincoln"	"Lincoln, NE"	"Lincoln, NE"	139	33862.4	12875.2	0.0315860215053764	0
"Psychology"	"Arts and Sciences"	"University of Nebraska - Lincoln"	"Psychology"	"13277"	"0.68"	"2018-2019"	"1st"	NA	"$15,881"	NA	NA	"$2,604"	"University of Nebraska--Lincoln"	"Lincoln, NE"	"Lincoln, NE"	139	33862.4	12875.2	0.0315860215053764	0
"Psychology"	"Arts and Sciences"	"University of Nebraska - Lincoln"	"Psychology"	"19464"	"1.00"	"2017-2018"	"5th"	NA	"$21,650"	NA	NA	"$2,186"	"University of Nebraska--Lincoln"	"Lincoln, NE"	"Lincoln, NE"	139	33862.4	12875.2	0.0315860215053764	0
"Psychology"	"Arts and Sciences"	"University of Nebraska - Lincoln"	"Psychology"	"12687"	"0.65"	"2020-2021"	"1st"	NA	NA	"$15,158"	NA	"$2,471"	"University of Nebraska--Lincoln"	"Lincoln, NE"	"Lincoln, NE"	139	33862.4	12875.2	0.0315860215053764	0
"Psychology"	"Arts and Sciences"	"University of Nebraska - Lincoln"	"Psychology"	"16275"	"0.83"	"2020-2021"	"2nd"	"Prior entry had a major typo! The 16500 represents a 10-month clinical assistantship and the 1500 <span class=\"\"truncated\"\"> was for two summer months of a research assistantship.</span>"	NA	"$16,500"	"$1,500"	"$1,725"	"University of Nebraska--Lincoln"	"Lincoln, NE"	"Lincoln, NE"	139	33862.4	12875.2	0.0315860215053764	0
"Psychology"	"Arts and Sciences"	"University of Nebraska - Lincoln"	"Psychology"	"29880"	"1.53"	"2020-2021"	"2nd"	"The 16500 represents a 10-month clinical assistantship and the 15100 was for two months of a <span class=\"\"truncated\"\"> research assistantship.</span>"	NA	"$16,500"	"$15,100"	"$1,720"	"University of Nebraska--Lincoln"	"Lincoln, NE"	"Lincoln, NE"	139	33862.4	12875.2	0.0315860215053764	0
"Psychology"	"Arts and Sciences"	"University of Nevada - Las Vegas"	"Psychology"	"15000"	"0.66"	"2016-2017"	"5th"	NA	NA	"$15,000"	NA	NA	"University of Nevada--Las Vegas"	"Las Vegas, NV"	"Las Vegas-Henderson-Paradise, NV"	NA	33072	12875.2	0.0593637992831542	0
"Psychology"	"Arts and Sciences"	"University of Nevada - Las Vegas"	"Psychology"	"14500"	"0.64"	"2017-2018"	"1st"	"Summer funding is not guaranteed, and is difficult to get, especially for first and second year <span class=\"\"truncated\"\"> studies. There is some talk about making sure everyone has summer funding but so far it&#39;s only being aimed at 3rd years and above.</span>"	NA	"$15,500"	NA	"$1,000"	"University of Nevada--Las Vegas"	"Las Vegas, NV"	"Las Vegas-Henderson-Paradise, NV"	NA	33072	12875.2	0.0593637992831542	0
"Psychology"	"Arts and Sciences"	"University of Nevada - Las Vegas"	"Psychology"	"12500"	"0.55"	"2019-2020"	"1st"	NA	NA	"$15,500"	NA	"$3,000"	"University of Nevada--Las Vegas"	"Las Vegas, NV"	"Las Vegas-Henderson-Paradise, NV"	NA	33072	12875.2	0.0593637992831542	0
"Psychology"	"Arts and Sciences"	"University of Nevada - Las Vegas"	"Psychology"	"15000"	"0.66"	"2020-2021"	"1st"	NA	NA	"$15,000"	NA	NA	"University of Nevada--Las Vegas"	"Las Vegas, NV"	"Las Vegas-Henderson-Paradise, NV"	NA	33072	12875.2	0.0593637992831542	0
"Psychology"	"Arts and Sciences"	"University of Nevada - Las Vegas"	"Psychology"	"15000"	"0.66"	"2020-2021"	"3rd"	"We are paid out over 10 months, no summer funding"	"$15,000"	NA	NA	NA	"University of Nevada--Las Vegas"	"Las Vegas, NV"	"Las Vegas-Henderson-Paradise, NV"	NA	33072	12875.2	0.0593637992831542	0
"Psychology"	"Arts and Sciences"	"University of New Mexico"	"Psychology"	"20000"	"0.95"	"2020-2021"	"4th"	"Paid through grant (non-grant stipends are 9-month contracts, but most are able to find summer <span class=\"\"truncated\"\"> funding). Includes health insurance, but dental or vision is opt-in and extra. </span>"	"$20,000"	NA	NA	NA	"University of New Mexico"	"Albuquerque, NM"	"Albuquerque, NM"	218	32593.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of New Orleans"	"Psychology"	"15600"	"0.71"	"2014-2015"	"5th"	NA	"$16,000"	NA	NA	"$400"	"University of New Orleans"	"New Orleans, LA"	"New Orleans-Metairie, LA"	NA	33945.6	12875.2	0	0
